Character,Radical,CharFreq,Radicals,Qwen_Token_IDs
抺,扌,0.1037,"['扌', '手']","[23433, 118]"
提,扌,425.4074,"['扌', '手']",[28072]
接,扌,607.4963,"['扌', '手']",[29077]
报,扌,386.321,"['扌', '手']",[42278]
按,扌,176.0741,"['扌', '手']",[59879]
排,扌,524.2123,"['扌', '手']",[59956]
指,扌,342.2716,"['扌', '手']",[63367]
持,扌,591.516,"['扌', '手']",[68878]
换,扌,348.558,"['扌', '手']",[71134]
拉,扌,451.9951,"['扌', '手']",[72225]
打,扌,1268.5037,"['扌', '手']",[75437]
播,扌,185.6296,"['扌', '手']",[75650]
投,扌,930.4444,"['扌', '手']",[79072]
技,扌,142.6222,"['扌', '手']",[82201]
推,扌,536.7704,"['扌', '手']",[83751]
找,扌,890.479,"['扌', '手']",[92133]
搧,扌,0.0938,"['扌', '手']","[99192, 100]"
护,扌,253.4074,"['扌', '手']",[99280]
才,扌,1072.0691,"['扌', '手']",[99306]
控,扌,176.9037,"['扌', '手']",[99332]
批,扌,58.9975,"['扌', '手']",[99358]
把,扌,1407.6,"['扌', '手']",[99360]
抗,扌,77.8173,"['扌', '手']",[99420]
招,扌,127.6889,"['扌', '手']",[99452]
探,扌,148.5235,"['扌', '手']",[99633]
损,扌,45.3728,"['扌', '手']",[99644]
执,扌,100.5086,"['扌', '手']",[99645]
担,扌,185.284,"['扌', '手']",[99693]
折,扌,154.8296,"['扌', '手']",[99699]
抓,扌,154.6914,"['扌', '手']",[99745]
扬,扌,50.8444,"['扌', '手']",[99770]
挥,扌,63.4025,"['扌', '手']",[99819]
托,扌,149.3383,"['扌', '手']",[99829]
扩,扌,45.0667,"['扌', '手']",[99834]
扫,扌,94.6864,"['扌', '手']",[99864]
挂,扌,153.679,"['扌', '手']",[99935]
授,扌,42.3605,"['扌', '手']",[99942]
抽,扌,276.2716,"['扌', '手']",[99950]
抱,扌,302.642,"['扌', '手']",[99963]
抵,扌,46.1136,"['扌', '手']",[99990]
甲,田,94.2519,['田'],[100043]
畅,田,54.6123,['田'],[100305]
畜,田,9.363,['田'],[101007]
畏,田,14.0593,['田'],[101753]
疆,田,12.163,['田'],[102259]
畴,田,1.1901,['田'],[103261]
甸,田,4.8099,['田'],[103604]
畸,田,2.7358,['田'],[103722]
畔,田,5.7432,['田'],[114833]
町,田,1.6049,['田'],[119202]
畚,田,0.0642,['田'],[120539]
畦,田,0.084,['田'],[120652]
电,田,1172.8642,['田'],[38212]
画,田,402.4593,['田'],[54623]
由,田,320.1531,['田'],[67071]
男,田,842.9086,['田'],[70108]
番,田,62.9778,['田'],[86117]
界,田,590.2272,['田'],[97120]
留,田,331.5605,['田'],[99337]
略,田,90.1086,['田'],[99475]
申,田,74.0099,['田'],[99809]
田,田,69.0815,['田'],[99810]
冒,冂,161.6938,['冂'],[100303]
冈,冂,6.484,['冂'],[109693]
冉,冂,1.7333,['冂'],[110692]
冕,冂,3.8914,['冂'],[116706]
罔,冂,0.3605,['冂'],[119890]
内,冂,521.6,['冂'],[31843]
册,冂,84.6074,['冂'],[49026]
再,冂,1282.6321,['冂'],[87256]
圣,土,149.679,['土'],[100189]
坏,土,203.1654,['土'],[100250]
壁,土,126.8049,['土'],[100265]
塑,土,21.7037,['土'],[100289]
坦,土,61.8123,['土'],[100322]
垃,土,46.4148,['土'],[100476]
圾,土,46.3753,['土'],[100477]
堆,土,73.5259,['土'],[100537]
坊,土,24.5136,['土'],[100896]
堡,土,38.5778,['土'],[100907]
塔,土,107.679,['土'],[101105]
坛,土,32.5975,['土'],[101152]
塞,土,119.3235,['土'],[101202]
墨,土,60.3556,['土'],[101241]
坡,土,35.0123,['土'],[101338]
堵,土,66.8988,['土'],[101476]
埃,土,39.8963,['土'],[101499]
坪,土,6.4988,['土'],[101597]
堪,土,43.363,['土'],[101674]
垒,土,7.3827,['土'],[101830]
埔,土,3.7432,['土'],[101848]
垂,土,13.8914,['土'],[102566]
垫,土,19.8173,['土'],[102628]
壤,土,3.3778,['土'],[102685]
墅,土,8.7951,['土'],[102812]
坤,土,16.1827,['土'],[102954]
坎,土,17.7284,['土'],[103142]
垄,土,3.5259,['土'],[103177]
塌,土,17.2642,['土'],[103464]
坞,土,14.0938,['土'],[103634]
埠,土,1.5901,['土'],[103750]
坷,土,7.0173,['土'],[103841]
坑,土,67.5062,['土'],[104527]
墓,土,27.9802,['土'],[104575]
塘,土,13.3284,['土'],[104679]
埋,土,65.2889,['土'],[105030]
坝,土,4.6074,['土'],[105147]
堤,土,3.7778,['土'],[107617]
坠,土,14.3062,['土'],[107909]
坟,土,12.8889,['土'],[110435]
墩,土,2.3556,['土'],[111570]
垮,土,8.5235,['土'],[112275]
坯,土,0.5086,['土'],[112989]
垦,土,1.5407,['土'],[113945]
垢,土,3.7284,['土'],[114389]
圭,土,4.9926,['土'],[117436]
垣,土,1.116,['土'],[117834]
堕,土,11.9704,['土'],[119022]
坂,土,17.9605,['土'],[119145]
墟,土,2.9136,['土'],[119230]
垛,土,0.3259,['土'],[119352]
圪,土,0.0691,['土'],[119588]
坍,土,1.2593,['土'],[119659]
坩,土,0.079,['土'],[119797]
坨,土,6.2025,['土'],[119810]
坳,土,0.1975,['土'],[119813]
垠,土,0.5136,['土'],[120028]
垩,土,0.158,['土'],[120045]
埚,土,0.0543,['土'],[120297]
埸,土,0.3654,['土'],[120563]
堇,土,0.5235,['土'],[120588]
堑,土,0.8247,['土'],[120637]
壕,土,0.6667,['土'],[121852]
壑,土,0.7654,['土'],[121873]
増,土,0.237,['土'],[127535]
在,土,8861.0963,['土'],[18493]
型,土,320.1037,['土'],[24300]
地,土,2165.5259,['土'],[29490]
址,土,538.637,['土'],[40623]
增,土,379.0716,['土'],[49185]
城,土,634.2568,['土'],[59074]
填,土,37.8025,['土'],[68756]
土,土,106.884,['土'],[72990]
基,土,240.3753,['土'],[74046]
场,土,813.1457,['土'],[82224]
境,土,142.9136,['土'],[99279]
坚,土,251.1457,['土'],[99367]
域,土,34.3111,['土'],[99390]
均,土,53.7235,['土'],[99472]
培,土,40.6864,['土'],[99668]
墙,土,61.758,['土'],[99836]
坐,土,332.4494,['土'],[99901]
堂,土,169.8123,['土'],[99911]
块,土,188.5926,['土'],[99922]
瓶,瓦,148.6074,['瓦'],[100822]
瓷,瓦,10.3901,['瓦'],[100930]
瓦,瓦,36.7062,['瓦'],[101190]
甄,瓦,10.0889,['瓦'],[109628]
瓯,瓦,0.7852,['瓦'],[119020]
珠,王,96.5185,"['王', '玉']",[100088]
瑞,王,75.6741,"['王', '玉']",[100705]
珍,王,133.358,"['王', '玉']",[100861]
璃,王,31.0864,"['王', '玉']",[101247]
玛,王,136.9877,"['王', '玉']",[101382]
珊,王,13.9654,"['王', '玉']",[101805]
玻,王,29.0074,"['王', '玉']",[102139]
琴,王,61.516,"['王', '玉']",[102293]
玫,王,34.8494,"['王', '玉']",[102918]
瑰,王,32.8494,"['王', '玉']",[102919]
瑜,王,28.2914,"['王', '玉']",[103487]
璀,王,25.3679,"['王', '玉']",[103712]
璨,王,25.4667,"['王', '玉']",[103713]
琢,王,6.316,"['王', '玉']",[103730]
琐,王,16.158,"['王', '玉']",[103816]
瑕,王,6.2963,"['王', '玉']",[103824]
琉,王,4.4148,"['王', '玉']",[103855]
瑚,王,4.1531,"['王', '玉']",[103860]
琳,王,29.0074,"['王', '玉']",[105115]
玲,王,21.1605,"['王', '玉']",[105313]
琼,王,9.8914,"['王', '玉']",[106022]
瑶,王,25.9951,"['王', '玉']",[106103]
琪,王,15.5901,"['王', '玉']",[106707]
瑟,王,39.8025,"['王', '玉']",[107318]
琦,王,3.7037,"['王', '玉']",[108619]
璐,王,3.5407,"['王', '玉']",[113984]
玖,王,13.4123,"['王', '玉']",[116045]
琅,王,4.4099,"['王', '玉']",[117166]
琛,王,1.0272,"['王', '玉']",[118531]
珀,王,6.0346,"['王', '玉']",[118840]
璞,王,0.8988,"['王', '玉']",[119057]
珂,王,2.4247,"['王', '玉']",[119073]
玷,王,1.7432,"['王', '玉']",[119345]
瑙,王,1.5654,"['王', '玉']",[119449]
玑,王,0.7309,"['王', '玉']",[119585]
珐,王,0.2173,"['王', '玉']",[120010]
珑,王,3.2988,"['王', '玉']",[120011]
珉,王,3.116,"['王', '玉']",[120014]
珥,王,0.084,"['王', '玉']",[120283]
珞,王,4.5333,"['王', '玉']",[120290]
琵,王,1.442,"['王', '玉']",[120842]
琶,王,1.8864,"['王', '玉']",[120843]
琥,王,2.9037,"['王', '玉']",[120844]
瑭,王,0.0593,"['王', '玉']",[121346]
璜,王,0.2963,"['王', '玉']",[121545]
理,王,784.5877,"['王', '玉']",[21887]
现,王,2251.4667,"['王', '玉']",[46451]
球,王,416.8346,"['王', '玉']",[77959]
环,王,138.9679,"['王', '玉']",[86312]
玩,王,1636.1235,"['王', '玉']",[99366]
班,王,543.8222,"['王', '玉']",[99431]
王,王,440.9086,"['王', '玉']",[99445]
网,网,542.0642,"['罒', '网']",[31139]
圈,囗,105.4222,"['囗', '口']",[100044]
圆,囗,110.4296,"['囗', '口']",[100213]
囱,囗,1.1802,"['囗', '口']",[103883]
囚,囗,8.6321,"['囗', '口']",[113372]
囤,囗,4.6815,"['囗', '口']",[117621]
圃,囗,0.6914,"['囗', '口']",[118857]
囡,囗,3.2049,"['囗', '口']",[119611]
囟,囗,0.1086,"['囗', '口']",[119626]
囵,囗,0.8247,"['囗', '口']",[119710]
囫,囗,0.2025,"['囗', '口']",[119711]
囹,囗,0.4247,"['囗', '口']",[119889]
圄,囗,0.2568,"['囗', '口']",[120382]
回,囗,2091.279,"['囗', '口']",[18397]
图,囗,834.237,"['囗', '口']",[28029]
国,囗,1661.2593,"['囗', '口']",[28404]
因,囗,1034.884,"['囗', '口']",[62112]
四,囗,510.7704,"['囗', '口']",[63703]
囧,囗,23.6049,"['囗', '口']","[9722, 100]"
囗,囗,0.9383,"['囗', '口']","[9722, 245]"
团,囗,248.1728,"['囗', '口']",[99305]
园,囗,294.3407,"['囗', '口']",[99354]
围,囗,274.558,"['囗', '口']",[99455]
固,囗,50.0642,"['囗', '口']",[99549]
困,囗,218.6914,"['囗', '口']",[99629]
韩,韦,199.4519,"['韋', '韦']",[101129]
韧,韦,7.6296,"['韋', '韦']",[101843]
韦,韦,23.521,"['韋', '韦']",[105181]
韬,韦,1.1753,"['韋', '韦']",[116112]
亡,亠,72.7654,['亠'],[100256]
亩,亠,3.0914,['亠'],[102131]
亦,亠,38.5926,['亠'],[103972]
亭,亠,8.5185,['亠'],[104726]
亨,亠,22.7506,['亠'],[110039]
亢,亠,5.6691,['亠'],[113976]
亥,亠,24.2765,['亠'],[114468]
亵,亠,2.4741,['亠'],[121018]
交,亠,405.7926,['亠'],[38109]
京,亠,230.6469,['亠'],[46553]
产,亠,206.1037,['亠'],[51232]
享,亠,1306.0247,['亠'],[71743]
亲,亠,863.8469,['亠'],[99396]
亮,亠,441.8864,['亠'],[99538]
斑,文,26.3753,['文'],[100876]
斓,文,1.7136,['文'],[103877]
斋,文,9.7975,['文'],[109000]
斐,文,2.884,['文'],[112251]
文,文,665.6148,['文'],[16744]
无,无,1728.5086,"['旡', '无']",[42192]
毋,毋,3.0914,"['毋', '母']",[119553]
尧,兀,1.4222,"['尣', '尢', '兀']",[111599]
舞,夕,270.5975,['夕'],[100066]
夕,夕,101.921,['夕'],[101003]
夙,夕,0.6469,['夕'],[119629]
多,夕,2942.1086,['夕'],[42140]
外,夕,741.437,['夕'],[47815]
够,夕,348.6914,['夕'],[99521]
夜,夕,1069.8815,['夕'],[99530]
覆,覀,25.3037,['覀'],[100247]
要,覀,5882.4642,['覀'],[30534]
西,覀,944.563,['覀'],[60686]
匹,匸,17.8963,['匸'],[101573]
匿,匸,5.3086,['匸'],[103736]
匾,匸,0.2667,['匸'],[118939]
区,匸,319.8667,['匸'],[23836]
医,匸,261.0667,['匸'],[99286]
馨,香,36.558,['香'],[101647]
香,香,324.3111,['香'],[99662]
尘,小,42.4494,['小'],[100498]
尖,小,62.8593,['小'],[100512]
尝,小,67.2,['小'],[101315]
恭,小,135.0074,['小'],[101739]
尕,小,0.6469,['小'],[119581]
尓,小,1.9901,['小'],"[15798, 241]"
小,小,2825.2741,['小'],[30709]
少,小,727.5457,['小'],[82647]
尔,小,398.1877,['小'],[99079]
尚,小,138.5778,['小'],[99937]
悠,心,37.1556,"['心', '忄']",[100123]
恋,心,473.4074,"['心', '忄']",[100271]
悉,心,49.2049,"['心', '忄']",[100282]
忍,心,163.5012,"['心', '忄']",[100292]
悲,心,207.4469,"['心', '忄']",[100302]
忽,心,77.0321,"['心', '忄']",[100310]
悬,心,65.5704,"['心', '忄']",[100588]
惑,心,59.4765,"['心', '忄']",[100610]
恩,心,153.442,"['心', '忄']",[100697]
惜,心,206.316,"['心', '忄']",[100918]
愈,心,30.9531,"['心', '忄']",[100939]
慰,心,56.6963,"['心', '忄']",[100976]
慧,心,47.7827,"['心', '忄']",[101104]
忠,心,65.7481,"['心', '忄']",[101234]
惩,心,14.9926,"['心', '忄']",[101445]
慈,心,31.5704,"['心', '忄']",[101530]
慕,心,68.3358,"['心', '忄']",[101576]
怒,心,83.1309,"['心', '忄']",[102210]
忌,心,51.5309,"['心', '忄']",[102844]
怨,心,66.9679,"['心', '忄']",[102852]
愚,心,30.8938,"['心', '忄']",[103324]
惫,心,16.7951,"['心', '忄']",[103469]
愁,心,39.7432,"['心', '忄']",[105153]
惹,心,47.2148,"['心', '忄']",[105771]
憋,心,22.7358,"['心', '忄']",[112173]
恳,心,6.6173,"['心', '忄']",[113717]
恕,心,11.7877,"['心', '忄']",[114932]
怠,心,3.7284,"['心', '忄']",[117258]
憩,心,2.2272,"['心', '忄']",[117972]
憨,心,6.6321,"['心', '忄']",[118375]
怂,心,4.8444,"['心', '忄']",[119162]
忿,心,0.7309,"['心', '忄']",[119334]
忑,心,9.0469,"['心', '忄']",[119680]
忒,心,9.0519,"['心', '忄']",[119686]
忐,心,9.0123,"['心', '忄']",[119691]
恣,心,0.8741,"['心', '忄']",[120478]
恙,心,2.5284,"['心', '忄']",[120486]
恿,心,1.279,"['心', '忄']",[120825]
戆,心,0.3506,"['心', '忄']",[122123]
恵,心,0.2765,"['心', '忄']","[20885, 113]"
息,心,446.6963,"['心', '忄']",[22226]
态,心,483.3037,"['心', '忄']",[35243]
意,心,1521.0864,"['心', '忄']",[36589]
必,心,472.3951,"['心', '忄']",[58514]
总,心,655.1407,"['心', '忄']",[59743]
心,心,3688.8741,"['心', '忄']",[63109]
志,心,195.8914,"['心', '忄']",[77128]
您,心,358.5284,"['心', '忄']",[87026]
思,心,539.5605,"['心', '忄']",[90663]
感,心,1651.6148,"['心', '忄']",[98650]
想,心,4461.0864,"['心', '忄']",[99172]
念,心,338.5432,"['心', '忄']",[99376]
怎,心,1365.3975,"['心', '忄']",[99387]
急,心,137.8222,"['心', '忄']",[99508]
愿,心,467.037,"['心', '忄']",[99513]
恶,心,235.9358,"['心', '忄']",[99695]
患,心,43.1309,"['心', '忄']",[99811]
惠,心,69.037,"['心', '忄']",[99839]
忘,心,328.1877,"['心', '忄']",[99980]
辛,辛,142.0247,['辛'],[100536]
辩,辛,24.2815,['辛'],[100602]
辣,辛,83.7235,['辛'],[100897]
辨,辛,12.0198,['辛'],[100975]
辞,辛,38.3753,['辛'],[101403]
辜,辛,18.9185,['辛'],[101844]
辟,辛,6.3753,['辛'],[103121]
辫,辛,4.1679,['辛'],[119123]
衔,行,4.6469,['行'],[101618]
衍,行,6.5284,['行'],[103403]
衙,行,0.6963,['行'],[117673]
行,行,1328.2914,['行'],[22243]
街,行,286.8049,['行'],[99913]
衡,行,33.7778,['行'],[99967]
玄,玄,11.6346,['玄'],[104731]
率,玄,90.0988,['玄'],[95355]
窗,穴,126.9679,['穴'],[100237]
穷,穴,57.3383,['穴'],[100572]
穴,穴,11.7728,['穴'],[102811]
窄,穴,7.6543,['穴'],[103060]
窃,穴,20.4444,['穴'],[103333]
窒,穴,6.2321,['穴'],[103881]
窝,穴,94.9778,['穴'],[105631]
窑,穴,3.9457,['穴'],[107315]
窦,穴,3.3086,['穴'],[112595]
窟,穴,7.0222,['穴'],[112655]
窥,穴,6.4099,['穴'],[112808]
窜,穴,4.7704,['穴'],[112855]
窍,穴,10.1926,['穴'],[113988]
窖,穴,6.4444,['穴'],[116276]
窘,穴,2.5383,['穴'],[119444]
窿,穴,1.5704,['穴'],[119508]
穹,穴,1.4716,['穴'],[119970]
窈,穴,6.1827,['穴'],[120513]
窕,穴,1.7728,['穴'],[120797]
窠,穴,0.0642,['穴'],[121319]
空,穴,489.2988,['穴'],[34794]
究,穴,117.1358,['穴'],[99362]
穿,穴,323.9012,['穴'],[99621]
突,穴,308.9185,['穴'],[99624]
衅,血,2.3309,['血'],[103701]
血,血,303.7531,['血'],[99389]
牙,牙,140.8642,['牙'],[100446]
诗,讠,87.3037,"['讠', '言']",[100045]
谁,讠,846.0148,"['讠', '言']",[100165]
讨,讠,209.6642,"['讠', '言']",[100219]
诚,讠,112.8642,"['讠', '言']",[100269]
谓,讠,89.116,"['讠', '言']",[100274]
诸,讠,43.2,"['讠', '言']",[100280]
谋,讠,66.2716,"['讠', '言']",[100491]
诱,讠,49.4469,"['讠', '言']",[100609]
诞,讠,95.9901,"['讠', '言']",[100924]
诺,讠,112.0296,"['讠', '言']",[101176]
谱,讠,43.2247,"['讠', '言']",[101454]
诈,讠,13.1407,"['讠', '言']",[101564]
谨,讠,21.4864,"['讠', '言']",[101615]
谊,讠,33.4025,"['讠', '言']",[101691]
谅,讠,95.0617,"['讠', '言']",[101815]
谐,讠,24.2914,"['讠', '言']",[102191]
讼,讠,4.8691,"['讠', '言']",[102567]
译,讠,17.521,"['讠', '言']",[102610]
讶,讠,16.6963,"['讠', '言']",[103091]
诠,讠,5.2691,"['讠', '言']",[103232]
谣,讠,13.037,"['讠', '言']",[103450]
谎,讠,68.7012,"['讠', '言']",[103488]
诵,讠,4.0593,"['讠', '言']",[103624]
诀,讠,11.0173,"['讠', '言']",[103715]
讽,讠,13.1802,"['讠', '言']",[103753]
诡,讠,12.563,"['讠', '言']",[103758]
谴,讠,3.0272,"['讠', '言']",[103845]
谭,讠,8.0049,"['讠', '言']",[106577]
谦,讠,28.3407,"['讠', '言']",[107486]
谜,讠,11.042,"['讠', '言']",[107969]
诏,讠,0.4247,"['讠', '言']",[114229]
谛,讠,3.7136,"['讠', '言']",[116109]
讳,讠,2.1728,"['讠', '言']",[117533]
谬,讠,6.716,"['讠', '言']",[118491]
谏,讠,0.2765,"['讠', '言']",[119262]
诩,讠,0.7309,"['讠', '言']",[119267]
诫,讠,3.9605,"['讠', '言']",[119275]
谍,讠,41.1309,"['讠', '言']",[119280]
讪,讠,3.9951,"['讠', '言']",[119288]
讥,讠,1.2198,"['讠', '言']",[119300]
讹,讠,0.7358,"['讠', '言']",[119308]
诬,讠,1.3086,"['讠', '言']",[119363]
诲,讠,1.1407,"['讠', '言']",[119365]
诽,讠,1.8765,"['讠', '言']",[119394]
谚,讠,1.3284,"['讠', '言']",[119423]
谤,讠,2.5827,"['讠', '言']",[119445]
讣,讠,0.558,"['讠', '言']",[119550]
讧,讠,0.4543,"['讠', '言']",[119577]
讫,讠,0.0444,"['讠', '言']",[119578]
讴,讠,0.321,"['讠', '言']",[119643]
讷,讠,0.9383,"['讠', '言']",[119645]
诃,讠,0.6864,"['讠', '言']",[119769]
诅,讠,11.2642,"['讠', '言']",[119770]
诋,讠,2.0395,"['讠', '言']",[119771]
诌,讠,0.3111,"['讠', '言']",[119772]
诓,讠,0.1284,"['讠', '言']",[119972]
诘,讠,0.2321,"['讠', '言']",[119975]
诙,讠,0.9333,"['讠', '言']",[119977]
诟,讠,0.3012,"['讠', '言']",[119985]
诣,讠,0.4,"['讠', '言']",[119986]
诤,讠,0.1679,"['讠', '言']",[119987]
诧,讠,2.5383,"['讠', '言']",[119988]
诨,讠,0.2272,"['讠', '言']",[119989]
诹,讠,0.0938,"['讠', '言']",[120515]
诿,讠,0.479,"['讠', '言']",[120519]
谀,讠,0.8296,"['讠', '言']",[120520]
谄,讠,0.6914,"['讠', '言']",[120522]
谑,讠,0.5136,"['讠', '言']",[120801]
谗,讠,0.5235,"['讠', '言']",[120809]
谙,讠,0.7309,"['讠', '言']",[120810]
谧,讠,2.5926,"['讠', '言']",[121074]
谩,讠,1.2296,"['讠', '言']",[121326]
谪,讠,0.0494,"['讠', '言']",[121327]
谵,讠,0.0198,"['讠', '言']",[121688]
请,讠,623.1457,"['讠', '言']",[14880]
认,讠,560.316,"['讠', '言']",[28951]
误,讠,111.2198,"['讠', '言']",[29056]
设,讠,183.4321,"['讠', '言']",[29635]
证,讠,309.0519,"['讠', '言']",[33477]
说,讠,3565.9309,"['讠', '言']",[36587]
计,讠,482.8494,"['讠', '言']",[37643]
询,讠,26.242,"['讠', '言']",[38265]
记,讠,1079.4963,"['讠', '言']",[40814]
试,讠,1132.5037,"['讠', '言']",[41321]
调,讠,284.5481,"['讠', '言']",[47872]
话,讠,1630.0198,"['讠', '言']",[57443]
读,讠,169.042,"['讠', '言']",[57553]
评,讠,259.8469,"['讠', '言']",[63379]
诶,讠,26.6222,"['讠', '言']","[6606, 114]"
详,讠,106.1827,"['讠', '言']",[66833]
论,讠,384.9284,"['讠', '言']",[67831]
语,讠,510.3506,"['讠', '言']",[72881]
该,讠,850.7012,"['讠', '言']",[75882]
议,讠,157.4321,"['讠', '言']",[96422]
让,讠,1628.2815,"['讠', '言']",[99258]
识,讠,339.3975,"['讠', '言']",[99334]
谈,讠,295.0963,"['讠', '言']",[99437]
许,讠,515.4519,"['讠', '言']",[99454]
诉,讠,479.4716,"['讠', '言']",[99482]
课,讠,133.9457,"['讠', '言']",[99504]
讲,讠,222.9037,"['讠', '言']",[99526]
访,讠,85.6,"['讠', '言']",[99550]
词,讠,127.6494,"['讠', '言']",[99689]
训,讠,164.642,"['讠', '言']",[99732]
谢,讠,960.8543,"['讠', '言']",[99757]
诊,讠,28.2716,"['讠', '言']",[99781]
讯,讠,60.8444,"['讠', '言']",[99837]
订,讠,84.0148,"['讠', '言']",[99975]
詹,言,17.0123,"['讠', '言']",[103139]
誓,言,48.7506,"['讠', '言']",[103421]
譬,言,2.5284,"['讠', '言']",[103563]
誊,言,0.0889,"['讠', '言']",[119462]
訇,言,0.1975,"['讠', '言']",[120192]
言,言,373.5309,"['讠', '言']",[77144]
警,言,260.0395,"['讠', '言']",[99511]
誉,言,29.3284,"['讠', '言']",[99783]
羊,羊,197.3827,['羊'],[101187]
羡,羊,56.3753,['羊'],[103105]
羞,羊,32.0296,['羊'],[103300]
羯,羊,60.9432,['羊'],[116328]
羹,羊,4.8198,['羊'],[118069]
羚,羊,1.5802,['羊'],[119121]
羔,羊,3.9407,['羊'],[119390]
羟,羊,0.3407,['羊'],[120769]
羸,羊,0.2716,['羊'],[122043]
美,羊,1496.479,['羊'],[57566]
着,羊,2337.837,['羊'],[99164]
群,羊,162.6667,['羊'],[99430]
幻,幺,110.8593,['幺'],[100320]
幼,幺,51.0667,['幺'],[100503]
幽,幺,67.3679,['幺'],[102517]
爽,爻,180.4395,['爻'],[102308]
顿,页,126.0642,"['頁', '页']",[100255]
须,页,225.6988,"['頁', '页']",[100360]
颈,页,18.1827,"['頁', '页']",[100612]
颜,页,89.921,"['頁', '页']",[100847]
颇,页,10.6025,"['頁', '页']",[100961]
颁,页,23.2444,"['頁', '页']",[100967]
颗,页,97.0272,"['頁', '页']",[101492]
颖,页,15.7284,"['頁', '页']",[101598]
颤,页,15.8667,"['頁', '页']",[103255]
颠,页,26.6074,"['頁', '页']",[103370]
顽,页,10.2963,"['頁', '页']",[103456]
顷,页,1.5753,"['頁', '页']",[103492]
颊,页,5.1951,"['頁', '页']",[103848]
颂,页,4.5481,"['頁', '页']",[108553]
颐,页,2.4741,"['頁', '页']",[113085]
颅,页,2.637,"['頁', '页']",[114993]
颓,页,9.4074,"['頁', '页']",[118319]
颌,页,0.8642,"['頁', '页']",[119102]
颀,页,0.0938,"['頁', '页']",[120444]
颚,页,1.0074,"['頁', '页']",[121619]
颞,页,0.316,"['頁', '页']",[121716]
颦,页,0.6716,"['頁', '页']",[122083]
颧,页,0.884,"['頁', '页']",[122108]
页,页,120.2272,"['頁', '页']",[18538]
题,页,729.363,"['頁', '页']",[33872]
项,页,332.6469,"['頁', '页']",[47882]
额,页,75.9605,"['頁', '页']",[61191]
频,页,160.3704,"['頁', '页']",[64952]
预,页,180.484,"['頁', '页']",[98841]
领,页,408.5926,"['頁', '页']",[99213]
顺,页,260.5531,"['頁', '页']",[99683]
顶,页,158.5679,"['頁', '页']",[99743]
顾,页,147.3531,"['頁', '页']",[99846]
且,一,268.6914,['一'],[100136]
丁,一,65.2543,['一'],[101142]
丧,一,26.0099,['一'],[101593]
丛,一,12.6074,['一'],[101721]
丈,一,58.5728,['一'],[102358]
丑,一,75.2,['一'],[105500]
丘,一,9.2938,['一'],[105697]
丙,一,3.4963,['一'],[106980]
丞,一,1.7679,['一'],[118794]
丐,一,7.4074,['一'],[119299]
一,一,14863.7877,['一'],[14777]
不,一,15110.2864,['一'],[16530]
下,一,4449.8815,['一'],[16872]
上,一,4716.721,['一'],[17447]
万,一,576.3111,['一'],[31207]
业,一,474.0938,['一'],[40952]
三,一,1715.037,['一'],[44991]
与,一,962.0346,['一'],[57218]
东,一,805.9358,['一'],[67364]
两,一,936.7259,['一'],[77540]
专,一,252.321,['一'],[95411]
世,一,830.6074,['一'],[99244]
严,一,121.358,['一'],[99398]
七,一,274.716,['一'],[99612]
丽,一,248.0691,['一'],[99686]
丝,一,202.4988,['一'],[99691]
裕,衤,7.6593,"['衣', '衤']",[101623]
裤,衤,122.242,"['衣', '衤']",[102693]
裙,衤,51.9358,"['衣', '衤']",[102807]
袖,衤,43.2642,"['衣', '衤']",[102885]
衫,衤,56.4593,"['衣', '衤']",[103167]
衬,衤,32.2222,"['衣', '衤']",[103186]
褐,衤,3.3432,"['衣', '衤']",[103608]
袱,衤,5.3383,"['衣', '衤']",[103882]
裸,衤,38.8049,"['衣', '衤']",[107714]
袍,衤,7.4815,"['衣', '衤']",[108506]
褪,衤,5.4519,"['衣', '衤']",[114243]
袜,衤,26.8741,"['衣', '衤']",[116940]
襟,衤,5.0667,"['衣', '衤']",[117327]
褶,衤,4.7506,"['衣', '衤']",[119070]
袄,衤,5.1259,"['衣', '衤']",[119364]
褂,衤,0.884,"['衣', '衤']",[119464]
褥,衤,1.0667,"['衣', '衤']",[119497]
衩,衤,1.684,"['衣', '衤']",[119980]
衿,衤,0.2173,"['衣', '衤']",[120249]
袂,衤,0.7852,"['衣', '衤']",[120250]
袒,衤,1.5852,"['衣', '衤']",[120517]
裆,衤,2.163,"['衣', '衤']",[120802]
裢,衤,0.0444,"['衣', '衤']",[121067]
裱,衤,0.8247,"['衣', '衤']",[121321]
裨,衤,0.5432,"['衣', '衤']",[121322]
褡,衤,0.0691,"['衣', '衤']",[121518]
褓,衤,0.237,"['衣', '衤']",[121520]
褛,衤,0.2272,"['衣', '衤']",[121521]
褴,衤,0.1926,"['衣', '衤']",[121685]
襁,衤,0.2321,"['衣', '衤']",[121946]
被,衤,1158.6914,"['衣', '衤']",[99250]
补,衤,152.1926,"['衣', '衤']",[99622]
袋,衣,117.5358,"['衣', '衤']",[100509]
裂,衣,39.5704,"['衣', '衤']",[100542]
袭,衣,55.7284,"['衣', '衤']",[100585]
衰,衣,40.4247,"['衣', '衤']",[101557]
衷,衣,17.5605,"['衣', '衤']",[101806]
裹,衣,19.3778,"['衣', '衤']",[103175]
襄,衣,3.3432,"['衣', '衤']",[103504]
裔,衣,4.884,"['衣', '衤']",[110824]
