Character,Radical,CharFreq,Radicals
惋,忄,1.9654,"['心', '忄']"
佰,亻,2.1432,"['人', '亻']"
伍,亻,31.5358,"['人', '亻']"
鼹,鼠,0.6519,['鼠']
鹳,鸟,0.1778,"['鳥', '鸟']"
趟,走,28.642,['走']
沢,氵,0.4691,"['氺', '水', '氵']"
蕊,艹,1.8914,['艹']
孺,子,0.4346,['子']
琥,王,2.9037,"['王', '玉']"
矍,目,0.1235,['目']
腼,月,1.3877,['月']
蝙,虫,5.6938,['虫']
焕,火,5.7877,"['火', '灬']"
骤,马,8.479,"['馬', '马']"
艘,舟,10.8346,['舟']
涅,氵,5.6148,"['氺', '水', '氵']"
札,木,1.0123,['木']
绷,纟,5.0272,"['糸', '纟']"
嘤,口,5.2494,"['囗', '口']"
汹,氵,3.7679,"['氺', '水', '氵']"
婀,女,0.4346,['女']
某,木,251.6593,['木']
笙,⺮,1.9309,"['⺮', '竹']"
拣,扌,4.7556,"['扌', '手']"
阮,阝,1.5111,"['邑', '阜', '阝']"
蓟,艹,0.5531,['艹']
帧,巾,0.8148,['巾']
蚤,虫,1.0765,['虫']
韭,韭,4.2815,['韭']
很,彳,3133.5062,['彳']
嘿,口,289.5852,"['囗', '口']"
址,土,538.637,['土']
厥,厂,1.2988,['厂']
桶,木,28.4889,['木']
颚,页,1.0074,"['頁', '页']"
噼,口,4.2074,"['囗', '口']"
茗,艹,1.9901,['艹']
吋,口,0.5827,"['囗', '口']"
痣,疒,3.1012,['疒']
芜,艹,4.1136,['艹']
锑,钅,0.1333,"['钅', '金']"
叼,口,15.9901,"['囗', '口']"
眶,目,6.2864,['目']
髋,骨,0.6173,['骨']
磐,石,1.3827,['石']
踊,足,1.2198,['足']
忾,忄,0.1086,"['心', '忄']"
隅,阝,1.2593,"['邑', '阜', '阝']"
讴,讠,0.321,"['讠', '言']"
轱,车,0.3901,"['车', '車']"
囡,囗,3.2049,"['囗', '口']"
辜,辛,18.9185,['辛']
茵,艹,3.1457,['艹']
徐,彳,29.4519,['彳']
匣,匚,1.521,['匚']
凹,凵,5.5753,['凵']
盹,目,2.3506,['目']
藻,艹,2.9877,['艹']
锂,钅,0.7358,"['钅', '金']"
筵,⺮,0.5679,"['⺮', '竹']"
泱,氵,0.5778,"['氺', '水', '氵']"
獭,犭,0.963,"['犬', '犭']"
皋,白,0.6173,['白']
汰,氵,18.6568,"['氺', '水', '氵']"
溅,氵,4.2469,"['氺', '水', '氵']"
刘,刂,160.1086,"['刂', '刀']"
彤,彡,4.3506,['彡']
撺,扌,0.1037,"['扌', '手']"
惑,心,59.4765,"['心', '忄']"
讣,讠,0.558,"['讠', '言']"
薇,艹,19.2346,['艹']
睫,目,11.5012,['目']
钾,钅,2.1877,"['钅', '金']"
缸,缶,10.4395,['缶']
嗔,口,1.4815,"['囗', '口']"
朕,月,3.0074,['月']
鹧,鸟,0.2716,"['鳥', '鸟']"
坩,土,0.079,['土']
泌,氵,8.163,"['氺', '水', '氵']"
匕,匕,1.3037,['匕']
鲲,鱼,0.1778,"['鱼', '魚']"
谁,讠,846.0148,"['讠', '言']"
谀,讠,0.8296,"['讠', '言']"
脯,月,2.2272,['月']
盅,皿,1.6296,['皿']
溢,氵,26.1481,"['氺', '水', '氵']"
偌,亻,1.5753,"['人', '亻']"
菸,艹,0.3309,['艹']
喵,口,21.7284,"['囗', '口']"
膈,月,0.4395,['月']
馍,饣,2.6025,"['飠', '饣', '食']"
币,巾,126.1531,['巾']
膘,月,1.3926,['月']
燻,火,0.0938,"['火', '灬']"
晾,日,5.2296,['日']
莨,艹,0.1086,['艹']
螃,虫,7.121,['虫']
惰,忄,9.1704,"['心', '忄']"
跺,足,1.4519,['足']
褴,衤,0.1926,"['衣', '衤']"
驿,马,1.9012,"['馬', '马']"
祗,礻,0.3753,"['礻', '示']"
踱,足,0.5037,['足']
嬗,女,0.2272,['女']
羯,羊,60.9432,['羊']
泠,氵,0.3704,"['氺', '水', '氵']"
钵,钅,2.0395,"['钅', '金']"
俺,亻,55.8123,"['人', '亻']"
碾,石,3.2049,['石']
胥,月,0.8691,['月']
桅,木,0.4148,['木']
馅,饣,16.1679,"['飠', '饣', '食']"
逊,辶,22.4494,['辶']
氮,气,1.0815,['气']
匍,勹,0.558,['勹']
咻,口,2.2173,"['囗', '口']"
韩,韦,199.4519,"['韋', '韦']"
忸,忄,0.0889,"['心', '忄']"
汝,氵,2.6864,"['氺', '水', '氵']"
誊,言,0.0889,"['讠', '言']"
雹,雨,1.4123000000000001,['雨']
掐,扌,23.7432,"['扌', '手']"
嘻,口,65.7778,"['囗', '口']"
盂,皿,0.30620000000000003,['皿']
娣,女,0.6074,['女']
泔,氵,0.2074,"['氺', '水', '氵']"
埠,土,1.5901,['土']
楠,木,5.6543,['木']
恨,忄,115.5457,"['心', '忄']"
壬,士,4.3852,['士']
讼,讠,4.8691,"['讠', '言']"
窿,穴,1.5704,['穴']
圭,土,4.9926,['土']
祢,礻,2.163,"['礻', '示']"
埔,土,3.7432,['土']
趴,足,25.8123,['足']
岑,山,0.8988,['山']
骷,骨,3.0765,['骨']
疹,疒,5.5309,['疒']
昙,日,1.3877,['日']
孛,子,0.3654,['子']
檀,木,1.9506,['木']
闵,门,2.3901,"['門', '门']"
曰,曰,16.8691,['曰']
廊,广,13.758,['广']
浊,氵,3.1852,"['氺', '水', '氵']"
芮,艹,1.9358,['艹']
鹤,鸟,11.4765,"['鳥', '鸟']"
鏖,金,0.4642,"['钅', '金']"
喳,口,2.5037,"['囗', '口']"
柒,木,1.2889,['木']
井,二,25.9654,['二']
忏,忄,7.5654,"['心', '忄']"
珉,王,3.116,"['王', '玉']"
冈,冂,6.484,['冂']
栀,木,0.3506,['木']
匡,匚,1.7235,['匚']
绪,纟,83.8123,"['糸', '纟']"
瓣,瓜,18.4247,['瓜']
鸸,鸟,0.0395,"['鳥', '鸟']"
芫,艹,0.2222,['艹']
桀,木,0.6025,['木']
槃,木,0.9481,['木']
茜,艹,12.963,['艹']
钒,钅,0.0988,"['钅', '金']"
筏,⺮,0.5728,"['⺮', '竹']"
蹂,足,1.7679,['足']
镌,钅,0.4148,"['钅', '金']"
甸,田,4.8099,['田']
磋,石,17.6691,['石']
崖,山,49.7827,['山']
俑,亻,2.0247,"['人', '亻']"
碱,石,5.7679,['石']
唧,口,6.7901,"['囗', '口']"
鸢,鸟,0.5827,"['鳥', '鸟']"
傅,亻,30.7259,"['人', '亻']"
俩,亻,109.8617,"['人', '亻']"
屎,尸,62.4988,['尸']
遛,辶,5.1951,['辶']
眺,目,2.1185,['目']
唔,口,239.4519,"['囗', '口']"
啰,口,8.3654,"['囗', '口']"
慵,忄,2.9284,"['心', '忄']"
誉,言,29.3284,"['讠', '言']"
砰,石,3.3877,['石']
锌,钅,2.0296,"['钅', '金']"
鲫,鱼,1.7481,"['鱼', '魚']"
殆,歹,1.7432,['歹']
潍,氵,1.6444,"['氺', '水', '氵']"
氪,气,1.4815,['气']
镁,钅,2.3605,"['钅', '金']"
悸,忄,3.0272,"['心', '忄']"
哒,口,13.6049,"['囗', '口']"
郴,阝,1.1753,"['邑', '阜', '阝']"
屌,尸,6.1679,['尸']
鲈,鱼,1.0123,"['鱼', '魚']"
漓,氵,6.1926,"['氺', '水', '氵']"
鳕,鱼,0.9531,"['鱼', '魚']"
仨,亻,5.0963,"['人', '亻']"
鲶,鱼,0.6321,"['鱼', '魚']"
泵,石,1.6444,['石']
茬,艹,4.8296,['艹']
榕,木,1.8173,['木']
噻,口,4.6864,"['囗', '口']"
戛,戈,0.9333,['戈']
钚,钅,0.5136,"['钅', '金']"
轶,车,3.2988,"['车', '車']"
蝈,虫,0.5877,['虫']
摞,扌,4.1136,"['扌', '手']"
嚯,口,1.5704,"['囗', '口']"
鳟,鱼,0.4543,"['鱼', '魚']"
镍,钅,0.4543,"['钅', '金']"
铬,钅,0.4296,"['钅', '金']"
菏,艹,0.563,['艹']
酯,酉,0.8938,['酉']
麂,鹿,0.4247,['鹿']
嫔,女,0.9926,['女']
唛,口,0.6222,"['囗', '口']"
暹,日,1.042,['日']
旮,日,0.4049,['日']
铀,钅,0.3951,"['钅', '金']"
桉,木,0.4296,['木']
颞,页,0.316,"['頁', '页']"
鳝,鱼,1.2049,"['鱼', '魚']"
榆,木,1.7284,['木']
怦,忄,1.5654,"['心', '忄']"
噙,口,0.2864,"['囗', '口']"
佚,人,0.2667,"['人', '亻']"
晙,日,0.2173,['日']
铉,钅,1.279,"['钅', '金']"
飨,食,0.3012,"['飠', '饣', '食']"
肏,肉,0.5383,['肉']
蔫,艹,0.9383,['艹']
鲱,鱼,0.2321,"['鱼', '魚']"
屄,尸,0.4296,['尸']
镭,钅,0.9728,"['钅', '金']"
丐,一,7.4074,['一']
汨,氵,0.3951,"['氺', '水', '氵']"
吔,口,0.3951,"['囗', '口']"
尻,尸,0.2716,['尸']
饽,饣,0.484,"['飠', '饣', '食']"
钴,钅,0.2074,"['钅', '金']"
挎,扌,3.1012,"['扌', '手']"
撷,扌,0.3309,"['扌', '手']"
嘁,口,0.242,"['囗', '口']"
犟,牛,0.5679,"['牜', '牛']"
咲,口,0.4889,"['囗', '口']"
鲮,鱼,0.15310000000000001,"['鱼', '魚']"
呔,口,0.3654,"['囗', '口']"
呒,口,1.0519,"['囗', '口']"
鄂,阝,2.0395,"['邑', '阜', '阝']"
砣,石,0.8691,['石']
楸,木,0.1827,['木']
啫,口,2.0049,"['囗', '口']"
鲥,鱼,0.1086,"['鱼', '魚']"
揾,扌,1.7185,"['扌', '手']"
岘,山,4.3506,['山']
镐,钅,12.084,"['钅', '金']"
蚝,虫,4.1728,['虫']
卅,十,0.8247,['十']
尕,小,0.6469,['小']
锶,钅,0.1481,"['钅', '金']"
呲,口,2.0247,"['囗', '口']"
嘚,口,2.4148,"['囗', '口']"
捋,扌,0.479,"['扌', '手']"
蛐,虫,0.1481,['虫']
怔,忄,0.7457,"['心', '忄']"
鬃,髟,0.316,['髟']
啐,口,0.237,"['囗', '口']"
噌,口,0.6568,"['囗', '口']"
铪,钅,0.1778,"['钅', '金']"
冧,冖,0.7012,['冖']
唰,口,0.7951,"['囗', '口']"
硒,石,0.8346,['石']
簧,⺮,1.9111,"['⺮', '竹']"
萘,艹,0.1185,['艹']
氽,水,0.5333,"['氺', '水', '氵']"
镉,钅,0.7506,"['钅', '金']"
嘬,口,0.3111,"['囗', '口']"
氙,气,0.1778,['气']
鲇,鱼,0.0988,"['鱼', '魚']"
钯,钅,0.1185,"['钅', '金']"
鳃,鱼,0.4346,"['鱼', '魚']"
氹,水,0.8099,"['氺', '水', '氵']"
癸,癶,0.316,['癶']
硌,石,0.2469,['石']
氚,气,0.0642,['气']
桖,木,0.0593,['木']
噔,口,1.2494,"['囗', '口']"
榎,木,0.0691,['木']
堑,土,0.8247,['土']
沭,氵,0.2272,"['氺', '水', '氵']"
锰,钅,0.316,"['钅', '金']"
鸫,鸟,0.0741,"['鳥', '鸟']"
冚,冖,0.3802,['冖']
铥,钅,0.1432,"['钅', '金']"
爰,爪,0.4247,['爪']
阈,门,0.0444,"['門', '门']"
吽,口,0.4346,"['囗', '口']"
熵,火,0.0593,"['火', '灬']"
髑,骨,0.1284,['骨']
嗌,口,0.642,"['囗', '口']"
煦,灬,0.879,"['火', '灬']"
铱,钅,0.084,"['钅', '金']"
锗,钅,0.2272,"['钅', '金']"
栎,木,0.9333,['木']
朲,木,0.163,['木']
蝻,虫,0.0444,['虫']
锕,钅,0.6074,"['钅', '金']"
囗,囗,0.9383,"['囗', '口']"
腚,月,0.879,['月']
唻,口,0.2123,"['囗', '口']"
蚶,虫,0.2123,['虫']
裇,礻,0.0247,"['礻', '示']"
钕,钅,0.1877,"['钅', '金']"
呡,口,0.0444,"['囗', '口']"
炆,火,0.1778,"['火', '灬']"
鹾,卤,0.079,['卤']
橹,木,0.158,['木']
坳,土,0.1975,['土']
唵,口,0.2667,"['囗', '口']"
呶,口,0.0741,"['囗', '口']"
糍,米,1.3037,['米']
涝,氵,0.4198,"['氺', '水', '氵']"
抺,扌,0.1037,"['扌', '手']"
铯,钅,0.0296,"['钅', '金']"
淖,氵,0.2914,"['氺', '水', '氵']"
镚,钅,0.1284,"['钅', '金']"
潞,氵,0.237,"['氺', '水', '氵']"
砹,石,0.0198,['石']
黩,黑,0.0148,"['黑', '黒']"
稔,禾,0.2716,['禾']
萁,艹,0.0494,['艹']
彽,彳,0.0148,['彳']
掾,扌,0.0198,"['扌', '手']"
椁,木,0.0198,['木']
滦,氵,0.321,"['氺', '水', '氵']"
烷,火,1.2593,"['火', '灬']"
椴,木,0.0543,['木']
骝,马,0.3753,"['馬', '马']"
嗐,口,0.0296,"['囗', '口']"
诃,讠,0.6864,"['讠', '言']"
佷,亻,0.2222,"['人', '亻']"
秸,禾,0.1284,['禾']
绢,纟,1.0173,"['糸', '纟']"
哬,口,0.0444,"['囗', '口']"
钌,钅,0.0198,"['钅', '金']"
薮,艹,0.0642,['艹']
廾,廾,0.0346,['廾']
糁,米,0.084,['米']
跆,足,1.5259,['足']
刽,刂,0.7704,"['刂', '刀']"
佼,亻,0.8938,"['人', '亻']"
槲,木,0.2025,['木']
溴,氵,0.1383,"['氺', '水', '氵']"
舶,舟,0.7309,['舟']
箍,⺮,2.4,"['⺮', '竹']"
梧,木,4.5136,['木']
拭,扌,5.1802,"['扌', '手']"
岌,山,0.8198,['山']
滔,氵,3.521,"['氺', '水', '氵']"
咄,口,1.9111,"['囗', '口']"
铤,钅,0.3012,"['钅', '金']"
杞,木,5.521,['木']
栩,木,0.9679,['木']
锒,钅,0.1481,"['钅', '金']"
黔,黑,1.2049,"['黑', '黒']"
兢,儿,1.679,['儿']
恃,忄,1.5111,"['心', '忄']"
熠,火,1.2691,"['火', '灬']"
醍,酉,0.4543,['酉']
孜,子,2.2222,['子']
蹑,足,0.3111,['足']
惴,忄,0.3802,"['心', '忄']"
杳,木,0.6667,['木']
沆,氵,0.2519,"['氺', '水', '氵']"
铩,钅,0.0741,"['钅', '金']"
恻,忄,0.9975,"['心', '忄']"
歃,欠,0.0444,['欠']
殚,歹,0.0889,['歹']
脍,月,0.2272,['月']
睚,目,0.1975,['目']
娓,女,0.3852,['女']
锱,钅,0.1086,"['钅', '金']"
飒,风,0.6963,"['风', '風']"
韬,韦,1.1753,"['韋', '韦']"
偃,亻,3.0667,"['人', '亻']"
鳏,鱼,0.2469,"['鱼', '魚']"
酚,酉,1.3432,['酉']
蛎,虫,1.5457,['虫']
饪,饣,3.0963,"['飠', '饣', '食']"
腺,月,12.5778,['月']
遢,辶,5.3136,['辶']
绻,纟,0.7556,"['糸', '纟']"
棂,木,0.2272,['木']
黜,黑,0.084,"['黑', '黒']"
倪,亻,3.4765,"['人', '亻']"
谊,讠,33.4025,"['讠', '言']"
冕,冂,3.8914,['冂']
饷,饣,0.5432,"['飠', '饣', '食']"
桠,木,0.2222,['木']
蚣,虫,1.3975,['虫']
渍,氵,3.6741,"['氺', '水', '氵']"
哧,口,1.7086,"['囗', '口']"
谤,讠,2.5827,"['讠', '言']"
犷,犭,0.5926,"['犬', '犭']"
酪,酉,12.163,['酉']
梏,木,0.5037,['木']
褓,衤,0.237,"['衣', '衤']"
陲,阝,0.2222,"['邑', '阜', '阝']"
蜴,虫,1.4222,['虫']
阱,阝,7.2691,"['邑', '阜', '阝']"
桓,木,1.0716,['木']
沌,氵,2.7556,"['氺', '水', '氵']"
湎,氵,0.316,"['氺', '水', '氵']"
逅,辶,8.2074,['辶']
徕,彳,0.2617,['彳']
滓,氵,0.7111,"['氺', '水', '氵']"
萸,艹,0.1284,['艹']
殓,歹,0.4,['歹']
祀,礻,1.5506,"['礻', '示']"
溉,氵,0.8642,"['氺', '水', '氵']"
仑,人,6.8593,"['人', '亻']"
焙,火,2.9185,"['火', '灬']"
胝,月,0.0444,['月']
徊,彳,7.916,['彳']
蟀,虫,1.4617,['虫']
刍,刀,0.158,"['刂', '刀']"
躇,足,1.3679,['足']
媾,女,0.1778,['女']
揄,扌,0.2173,"['扌', '手']"
墅,土,8.7951,['土']
憩,心,2.2272,"['心', '忄']"
澜,氵,7.7086,"['氺', '水', '氵']"
烊,火,2.2025,"['火', '灬']"
翳,羽,0.1432,['羽']
麓,鹿,1.0173,['鹿']
啻,口,0.0494,"['囗', '口']"
屿,山,7.9012,['山']
僚,亻,2.884,"['人', '亻']"
斓,文,1.7136,['文']
岭,山,11.2543,['山']
掇,扌,0.6123,"['扌', '手']"
戾,戶,0.6025,['戶']
聩,耳,0.1778,['耳']
啡,口,360.0346,"['囗', '口']"
诩,讠,0.7309,"['讠', '言']"
镫,钅,0.1136,"['钅', '金']"
谪,讠,0.0494,"['讠', '言']"
脔,肉,0.0346,['肉']
疽,疒,0.6716,['疒']
疸,疒,0.3901,['疒']
尉,寸,12.8395,['寸']
咐,口,4.0346,"['囗', '口']"
箔,⺮,0.7704,"['⺮', '竹']"
楂,木,7.1457,['木']
圃,囗,0.6914,"['囗', '口']"
蠖,虫,0.0198,['虫']
颌,页,0.8642,"['頁', '页']"
岖,山,1.2543,['山']
苡,艹,0.4247,['艹']
霭,雨,0.5481,['雨']
鸨,鸟,0.2519,"['鳥', '鸟']"
鳍,鱼,0.6716,"['鱼', '魚']"
隘,阝,2.642,"['邑', '阜', '阝']"
鸶,鸟,0.0346,"['鳥', '鸟']"
纶,纟,5.9259,"['糸', '纟']"
瓯,瓦,0.7852,['瓦']
靼,革,0.15310000000000001,['革']
谛,讠,3.7136,"['讠', '言']"
忱,忄,1.2395,"['心', '忄']"
咙,口,23.9358,"['囗', '口']"
睐,目,2.2222,['目']
梢,木,5.0864,['木']
偻,亻,0.5235,"['人', '亻']"
癜,疒,0.5235,['疒']
珑,王,3.2988,"['王', '玉']"
苞,艹,1.9506,['艹']
衅,血,2.3309,['血']
惚,忄,4.3457,"['心', '忄']"
忑,心,9.0469,"['心', '忄']"
诣,讠,0.4,"['讠', '言']"
鲡,鱼,0.0494,"['鱼', '魚']"
徙,彳,1.837,['彳']
跎,足,2,['足']
酮,酉,1.9704,['酉']
喱,口,6.5086,"['囗', '口']"
湃,氵,3.4667,"['氺', '水', '氵']"
锵,钅,1.6444,"['钅', '金']"
蜮,虫,0.0099,['虫']
莉,艹,58.9728,['艹']
觐,见,0.2025,"['见', '見']"
辋,车,0.0247,"['车', '車']"
蹰,足,0.0691,['足']
轳,车,0.0148,"['车', '車']"
蜊,虫,0.9333,['虫']
鹂,鸟,0.3012,"['鳥', '鸟']"
氲,气,0.6568,['气']
憬,忄,5.0815,"['心', '忄']"
蔼,艹,2.1383,['艹']
啶,口,0.0889,"['囗', '口']"
娆,女,2.2025,['女']
碜,石,0.721,['石']
俪,亻,0.8494,"['人', '亻']"
缢,纟,0.1037,"['糸', '纟']"
涎,氵,1.684,"['氺', '水', '氵']"
帚,巾,1.921,['巾']
箕,⺮,0.6173,"['⺮', '竹']"
胄,月,0.642,['月']
啬,口,4.4247,"['囗', '口']"
惘,忄,4.563,"['心', '忄']"
蔻,艹,3.3086,['艹']
囱,囗,1.1802,"['囗', '口']"
胺,月,2.479,['月']
旎,方,0.6321,['方']
龛,龙,0.2617,"['龍', '龙']"
猡,犭,0.637,"['犬', '犭']"
俐,亻,22.5531,"['人', '亻']"
魇,鬼,1.7432,['鬼']
龈,齿,3.0025,"['齿', '齒']"
纭,纟,0.2864,"['糸', '纟']"
袂,衤,0.7852,"['衣', '衤']"
瘩,疒,4.4889,['疒']
琅,王,4.4099,"['王', '玉']"
泞,氵,1.2494,"['氺', '水', '氵']"
婿,女,5.9951,['女']
晷,日,0.084,['日']
枭,木,5.4568,['木']
徨,彳,3.7728,['彳']
璃,王,31.0864,"['王', '玉']"
汐,氵,1.1852,"['氺', '水', '氵']"
豉,豆,2.1679,['豆']
峦,山,0.8543,['山']
愫,忄,1.6296,"['心', '忄']"
搐,扌,2.4938,"['扌', '手']"
豫,豕,21.4963,['豕']
髓,骨,4.9728,['骨']
骋,马,1.3679,"['馬', '马']"
荚,艹,0.8938,['艹']
乓,丿,3.9506,"['丿', '乀', '乁']"
厩,厂,0.7753,['厂']
稷,禾,0.2469,['禾']
娌,女,0.1185,['女']
娠,女,1.116,['女']
胱,月,1.6543,['月']
黠,黑,0.2469,"['黑', '黒']"
垠,土,0.5136,['土']
弭,弓,0.158,['弓']
谧,讠,2.5926,"['讠', '言']"
觑,见,0.6123,"['见', '見']"
蓿,艹,0.2173,['艹']
怆,忄,0.7951,"['心', '忄']"
侩,亻,0.3259,"['人', '亻']"
漪,氵,5.9753,"['氺', '水', '氵']"
惫,心,16.7951,"['心', '忄']"
肪,月,18.2173,['月']
耘,耒,131.7086,['耒']
鹑,鸟,1.2049,"['鳥', '鸟']"
懑,忄,0.3556,"['心', '忄']"
坞,土,14.0938,['土']
癣,疒,0.563,['疒']
囵,囗,0.8247,"['囗', '口']"
鹄,鸟,0.1827,"['鳥', '鸟']"
龉,齿,0.084,"['齿', '齒']"
扈,戶,0.5975,['戶']
晰,日,30.0691,['日']
痫,疒,1.6346,['疒']
廓,广,3.5062,['广']
獗,犭,0.6864,"['犬', '犭']"
暄,日,2.2765,['日']
嶂,山,0.2173,['山']
螈,虫,0.1086,['虫']
趄,走,0.0296,['走']
犸,犭,3.6642,"['犬', '犭']"
楣,木,0.6519,['木']
烃,火,0.3259,"['火', '灬']"
螂,虫,4.7556,['虫']
潢,氵,1.3284,"['氺', '水', '氵']"
赁,贝,1.5654,"['貝', '贝']"
踞,足,0.7062,['足']
苣,艹,0.9235,['艹']
蜢,虫,0.4642,['虫']
淆,氵,1.4025,"['氺', '水', '氵']"
睦,目,6.1679,['目']
徉,彳,0.9333,['彳']
鹫,鸟,0.4148,"['鳥', '鸟']"
鸯,鸟,2.8889,"['鳥', '鸟']"
螅,虫,0.0395,['虫']
葺,艹,0.084,['艹']
矾,石,0.3012,['石']
缈,纟,1.037,"['糸', '纟']"
锢,钅,2.2568,"['钅', '金']"
霆,雨,7.5062,['雨']
挲,手,0.1086,"['扌', '手']"
鹚,鸟,0.0691,"['鳥', '鸟']"
袱,衤,5.3383,"['衣', '衤']"
纫,纟,0.884,"['糸', '纟']"
瞰,目,1.6247,['目']
髦,髟,5.8716,['髟']
觎,见,0.6864,"['见', '見']"
骇,馬,1.684,"['馬', '马']"
锨,钅,0.0494,"['钅', '金']"
瀛,氵,0.6914,"['氺', '水', '氵']"
恿,心,1.279,"['心', '忄']"
裳,衣,3.4025,"['衣', '衤']"
沱,氵,0.7506,"['氺', '水', '氵']"
圄,囗,0.2568,"['囗', '口']"
躅,足,0.1136,['足']
卉,十,3.363,['十']
礴,石,1.4272,['石']
鹃,鸟,1.2247,"['鳥', '鸟']"
瘌,疒,0.0988,['疒']
氓,氏,15.3284,['氏']
苷,艹,0.2123,['艹']
饨,饣,4.1877,"['飠', '饣', '食']"
妪,女,0.0938,['女']
珥,王,0.084,"['王', '玉']"
惮,忄,3.4568,"['心', '忄']"
雳,雨,5.2543,['雨']
尬,尢,24.2914,"['尣', '尢', '兀']"
袤,衣,0.3358,"['衣', '衤']"
璨,王,25.4667,"['王', '玉']"
疳,疒,0.1185,['疒']
犊,牜,1.8568,"['牜', '牛']"
咛,口,0.8148,"['囗', '口']"
姆,女,76.7309,['女']
龊,齿,1.9457,"['齿', '齒']"
啷,口,1.2642,"['囗', '口']"
榈,木,2.1728,['木']
惕,忄,5.2346,"['心', '忄']"
曦,日,7.6988,['日']
牒,片,0.4988,['片']
诲,讠,1.1407,"['讠', '言']"
腴,月,0.3259,['月']
畴,田,1.1901,['田']
娩,女,2.0148,['女']
茏,艹,0.2173,['艹']
蚪,虫,0.7407,['虫']
忪,忄,0.8099,"['心', '忄']"
媛,女,5.3877,['女']
狲,犭,0.0593,"['犬', '犭']"
萄,艹,29.4469,['艹']
赂,贝,3.2099,"['貝', '贝']"
瑚,王,4.1531,"['王', '玉']"
诌,讠,0.3111,"['讠', '言']"
蜓,虫,1.2988,['虫']
祉,礻,0.4938,"['礻', '示']"
槁,木,0.1185,['木']
蜒,虫,0.7309,['虫']
裢,衤,0.0444,"['衣', '衤']"
蜍,虫,0.4691,['虫']
哝,口,0.8395,"['囗', '口']"
猬,犭,2.9877,"['犬', '犭']"
帜,巾,2.4198,['巾']
鳅,鱼,0.3951,"['鱼', '魚']"
佻,亻,0.30620000000000003,"['人', '亻']"
邃,辶,2.1037,['辶']
匾,匸,0.2667,['匸']
缮,纟,0.3605,"['糸', '纟']"
帼,巾,1.9012,['巾']
跚,足,1.2444,['足']
蜇,虫,0.9877,['虫']
跄,足,0.3259,['足']
蛳,虫,0.7506,['虫']
蝣,虫,0.2025,['虫']
霖,雨,12.4494,['雨']
痪,疒,3.6395,['疒']
诨,讠,0.2272,"['讠', '言']"
胧,月,7.1259,['月']
踵,足,1.3383,['足']
葩,艹,5.9457,['艹']
啕,口,0.9383,"['囗', '口']"
祟,示,3.6148,"['礻', '示']"
鹕,鸟,0.0988,"['鳥', '鸟']"
谑,讠,0.5136,"['讠', '言']"
瀚,氵,2.1778,"['氺', '水', '氵']"
劾,力,0.2963,['力']
嗦,口,7.5506,"['囗', '口']"
垛,土,0.3259,['土']
蹼,足,0.2667,['足']
孀,女,0.5235,['女']
蚓,虫,0.9975,['虫']
缚,纟,7.6543,"['糸', '纟']"
峋,山,0.2617,['山']
儡,亻,0.9333,"['人', '亻']"
啭,口,0.0642,"['囗', '口']"
愎,忄,0.1481,"['心', '忄']"
胛,月,0.3802,['月']
坷,土,7.0173,['土']
瑙,王,1.5654,"['王', '玉']"
涧,氵,0.9284,"['氺', '水', '氵']"
涸,氵,0.9531,"['氺', '水', '氵']"
墟,土,2.9136,['土']
蟆,虫,2.2617,['虫']
麟,鹿,6.5086,['鹿']
戗,戈,0.15310000000000001,['戈']
蟥,虫,0.0543,['虫']
窕,穴,1.7728,['穴']
鹉,鸟,2.6321,"['鳥', '鸟']"
辕,车,1.5556,"['车', '車']"
珀,王,6.0346,"['王', '玉']"
铄,钅,0.1926,"['钅', '金']"
腆,月,1.6494,['月']
讧,讠,0.4543,"['讠', '言']"
蝠,虫,5.7136,['虫']
砭,石,0.2123,['石']
琶,王,1.8864,"['王', '玉']"
娜,女,114.0642,['女']
骼,骨,2.1877,['骨']
檬,木,20.2222,['木']
婪,女,6.0642,['女']
臾,臼,0.3259,['臼']
圾,土,46.3753,['土']
缨,纟,0.5333,"['糸', '纟']"
籁,⺮,2.958,"['⺮', '竹']"
筝,⺮,5.3136,"['⺮', '竹']"
蛭,虫,0.479,['虫']
仃,亻,0.563,"['人', '亻']"
蒡,艹,0.3407,['艹']
粱,米,1.2593,['米']
栌,木,0.0247,['木']
稞,禾,0.3457,['禾']
狈,犭,5.5704,"['犬', '犭']"
鸪,鸟,0.2617,"['鳥', '鸟']"
埚,土,0.0543,['土']
幔,巾,0.30620000000000003,['巾']
檐,木,2.6469,['木']
恸,忄,0.4444,"['心', '忄']"
菪,艹,0.084,['艹']
榷,木,0.2667,['木']
褛,衤,0.2272,"['衣', '衤']"
猾,犭,3.2395,"['犬', '犭']"
腑,月,2.5136,['月']
匐,勹,0.5185,['勹']
膺,月,0.6272,['月']
怩,忄,0.0988,"['心', '忄']"
浚,氵,0.4296,"['氺', '水', '氵']"
皿,皿,1.916,['皿']
醚,酉,0.2074,['酉']
訇,言,0.1975,"['讠', '言']"
髅,骨,3.0519,['骨']
诿,讠,0.479,"['讠', '言']"
葚,艹,0.3358,['艹']
绎,纟,10.3556,"['糸', '纟']"
鹋,鸟,0.0296,"['鳥', '鸟']"
荽,艹,0.1827,['艹']
躏,足,1.7235,['足']
阂,门,1.1457,"['門', '门']"
刎,刂,0.2568,"['刂', '刀']"
砺,石,2.0691,['石']
